자치구,법정동,일자,전이,계열,근거공고
성북구,삼선동1가,2024-01-04,기록 끊김,,
성북구,정릉동,2024-01-04,지정 종료,미분류|신속통합기획|정비사업후보지|주요재건축단지,시보20220124_p7-53|시보20220826_p38-82|시보20221230_p179-233
성북구,정릉동,2024-01-04,기록 끊김,,
영등포구,양평동6가,2024-01-04,지정 종료,신속통합기획|정비사업후보지|주요재건축단지,시보20220826_p38-82|시보20221230_p179-233
영등포구,양평동6가,2024-01-04,기록 끊김,,
용산구,원효로3가,2024-01-04,지정 종료,미분류|신속통합기획|정비사업후보지|주요재건축단지,시보20220124_p7-53|시보20220826_p38-82|시보20221230_p179-233
용산구,원효로3가,2024-01-04,기록 끊김,,
용산구,이태원동,2024-01-04,지정 종료,미분류|정비사업후보지|주요재건축단지,시보20220124_p7-53|시보20221230_p179-233
용산구,이태원동,2024-01-04,기록 끊김,,
은평구,응암동,2024-01-04,지정 종료,미분류|신속통합기획|정비사업후보지|주요재건축단지,시보20220124_p7-53|시보20220826_p38-82|시보20221230_p179-233
은평구,응암동,2024-01-04,기록 끊김,,
종로구,행촌동,2024-01-04,지정 종료,정비사업후보지|주요재건축단지,시보20221230_p179-233
종로구,행촌동,2024-01-04,기록 끊김,,
관악구,봉천동,2024-01-26,지정 시작,공공재개발|국제교류복합지구|모아타운|서울전역아파트|신규주택공급후보지|신속통합기획|외국인|정비사업후보지|주요재건축단지,국토교통부공고제2025-1058호(토지거래허가구역 지정 공고)|국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)|국토교통부공고제2026-1079호(토지거래허가구역 지정 공고)|국토교통부공고제2026-1
동대문구,신설동,2024-01-26,지정 시작,공공재개발|모아타운|서울전역아파트|신속통합기획|정비사업후보지|주요재건축단지,국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)|시보20240118_p119-141|시보20241218_p364-437|시보20251217_p614-692
동작구,흑석동,2024-01-26,기록 재개,,
동작구,흑석동,2024-01-26,지정 시작,공공재개발|모아타운|서울전역아파트|신속통합기획|정비사업후보지|주요재건축단지,국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)|시보20240118_p119-141|시보20241218_p364-437|시보20251217_p614-692|시보20260805_p377-447
영등포구,양평동2가,2024-01-26,지정 시작,공공재개발|모아타운|서울전역아파트|신속통합기획|정비사업후보지|주요재건축단지,국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)|시보20240118_p119-141|시보20241218_p364-437|시보20251217_p614-692
종로구,신문로1가,2024-01-26,지정 시작,공공재개발|모아타운|서울전역아파트|신속통합기획|외국인|정비사업후보지|주요재건축단지,국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)|국토교통부공고제2026-1105호(토지거래허가구역 재지정 공고)|시보20240118_p119-141|시보20241218_p364-437|시보202512
종로구,체부동,2024-01-26,지정 종료,공공재개발|미분류|신속통합기획,시보20220124_p7-53|시보20230118_p234-257
종로구,체부동,2024-01-26,기록 끊김,,
구로구,개봉동,2024-04-04,기록 재개,,
구로구,개봉동,2024-04-04,지정 시작,공공재개발|국제교류복합지구|모아타운|서울전역아파트|신규주택공급후보지|신속통합기획|외국인|자연녹지|정비사업후보지|주요재건축단지,국토교통부공고제2025-1058호(토지거래허가구역 지정 공고)|국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)|국토교통부공고제2026-1079호(토지거래허가구역 지정 공고)|국토교통부공고제2026-1
구로구,오류동,2024-04-04,기록 재개,,
구로구,오류동,2024-04-04,지정 시작,공공재개발|국제교류복합지구|서울전역아파트|신규주택공급후보지|신속통합기획|외국인|정비사업후보지|주요재건축단지,국토교통부공고제2025-1058호(토지거래허가구역 지정 공고)|국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)|국토교통부공고제2026-1079호(토지거래허가구역 지정 공고)|국토교통부공고제2026-1
금천구,독산동,2024-04-04,기록 재개,,
금천구,독산동,2024-04-04,지정 시작,공공재개발|모아타운|서울전역아파트|신속통합기획|정비사업후보지|주요재건축단지,국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)|시보20240320_p339-342|시보20240905_p3-79|시보20250314_p3-51|시보20250403_p3-4|시보20251231_p13
도봉구,창동,2024-04-04,기록 재개,,
도봉구,창동,2024-04-04,지정 시작,공공재개발|국제교류복합지구|모아타운|서울전역아파트|신속통합기획|자연녹지|정비사업후보지|주요재건축단지,국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)|시보20240320_p339-342|시보20240731_p291-312|시보20240905_p3-79|시보20260513_p313-367|시보20260
용산구,용산동3가,2024-05-20,지정 종료,용산정비창,국토교통부공고제2022-532호(토지거래허가구역 재지정 공고)|국토교통부공고제2023-487호(토지거래허가구역 재지정 공고)
용산구,용산동3가,2024-05-20,기록 끊김,,
용산구,한강로2가,2024-05-20,지정 종료,용산정비창,국토교통부공고제2022-532호(토지거래허가구역 재지정 공고)|국토교통부공고제2023-487호(토지거래허가구역 재지정 공고)
용산구,한강로2가,2024-05-20,기록 끊김,,
동대문구,장안동,2024-06-04,지정 시작,공공재개발|신속통합기획|정비사업후보지,시보20240529_p301-309
성북구,정릉동,2024-06-04,기록 재개,,
성북구,정릉동,2024-06-04,지정 시작,공공재개발|국제교류복합지구|모아타운|서울전역아파트|신규주택공급후보지|신속통합기획|정비사업후보지|주요재건축단지,국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)|국토교통부공고제2026-1079호(토지거래허가구역 지정 공고)|시보20240529_p301-309|시보20240808_p4-7|시보20240905_p3
구로구,구로동,2024-08-06,기록 재개,,
구로구,구로동,2024-08-06,지정 시작,공공재개발|국제교류복합지구|모아타운|서울전역아파트|신속통합기획|외국인|자연녹지|정비사업후보지|주요재건축단지,국토교통부공고제2025-1058호(토지거래허가구역 지정 공고)|국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)|국토교통부공고제2026-1105호(토지거래허가구역 재지정 공고)|시보20240731_p2
마포구,아현동,2024-08-06,기록 재개,,
마포구,아현동,2024-08-06,지정 시작,공공재개발|신속통합기획,시보20240731_p291-312
영등포구,도림동,2024-08-06,기록 재개,,
영등포구,도림동,2024-08-06,지정 시작,공공재개발|신속통합기획,시보20240731_p291-312
용산구,서빙고동,2024-08-06,지정 시작,공공재개발|신속통합기획,시보20240731_p291-312
용산구,후암동,2024-08-06,지정 시작,공공재개발|국제교류복합지구|모아타운|서울전역아파트|신속통합기획|외국인|정비사업후보지|주요재건축단지,국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)|국토교통부공고제2026-1105호(토지거래허가구역 재지정 공고)|시보20240731_p291-312|시보20241017_p245-252|시보202503
은평구,갈현동,2024-08-06,지정 시작,공공재개발|신속통합기획,시보20240731_p291-312
은평구,응암동,2024-08-06,기록 재개,,
은평구,응암동,2024-08-06,지정 시작,공공재개발|신속통합기획,시보20240731_p291-312
종로구,연건동,2024-08-06,기록 재개,,
종로구,연건동,2024-08-06,지정 시작,공공재개발|신속통합기획,시보20240731_p291-312
강남구,세곡동,2024-08-13,지정 시작,국제교류복합지구,시보20240808_p4-7
강남구,수서동,2024-08-13,지정 시작,국제교류복합지구,시보20240808_p4-7
강남구,율현동,2024-08-13,지정 시작,국제교류복합지구,시보20240808_p4-7
강남구,일원동,2024-08-13,기록 재개,,
강남구,일원동,2024-08-13,지정 시작,국제교류복합지구,시보20240808_p4-7
강남구,자곡동,2024-08-13,지정 시작,국제교류복합지구,시보20240808_p4-7
강동구,강일동,2024-08-13,지정 시작,국제교류복합지구,시보20240808_p4-7
강동구,고덕동,2024-08-13,기록 재개,,
강동구,고덕동,2024-08-13,지정 시작,국제교류복합지구,시보20240808_p4-7
강동구,길동,2024-08-13,지정 시작,국제교류복합지구,시보20240808_p4-7
강동구,둔촌동,2024-08-13,지정 시작,국제교류복합지구|모아타운|서울전역아파트|외국인|주요재건축단지,국토교통부공고제2025-1058호(토지거래허가구역 지정 공고)|국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)|국토교통부공고제2026-1105호(토지거래허가구역 재지정 공고)|시보20240808_p4
강동구,상일동,2024-08-13,기록 재개,,
강동구,상일동,2024-08-13,지정 시작,국제교류복합지구,시보20240808_p4-7
강동구,암사동,2024-08-13,지정 시작,국제교류복합지구,시보20240808_p4-7
강북구,우이동,2024-08-13,지정 시작,국제교류복합지구,시보20240808_p4-7
강서구,오쇠동,2024-08-13,지정 시작,국제교류복합지구,시보20240808_p4-7
강서구,외발산동,2024-08-13,지정 시작,국제교류복합지구,시보20240808_p4-7
관악구,남현동,2024-08-13,지정 시작,국제교류복합지구,시보20240808_p4-7
광진구,광장동,2024-08-13,지정 시작,국제교류복합지구,시보20240808_p4-7
광진구,구의동,2024-08-13,지정 시작,국제교류복합지구,시보20240808_p4-7
광진구,중곡동,2024-08-13,지정 시작,국제교류복합지구,시보20240808_p4-7
구로구,궁동,2024-08-13,지정 시작,국제교류복합지구,시보20240808_p4-7
구로구,온수동,2024-08-13,지정 시작,국제교류복합지구,시보20240808_p4-7
구로구,천왕동,2024-08-13,지정 시작,국제교류복합지구,시보20240808_p4-7
구로구,항동,2024-08-13,지정 시작,국제교류복합지구,시보20240808_p4-7
노원구,공릉동,2024-08-13,지정 시작,국제교류복합지구,시보20240808_p4-7
노원구,중계동,2024-08-13,지정 시작,국제교류복합지구,시보20240808_p4-7
노원구,하계동,2024-08-13,지정 시작,국제교류복합지구,시보20240808_p4-7
도봉구,도봉동,2024-08-13,지정 시작,국제교류복합지구,시보20240808_p4-7
마포구,상암동,2024-08-13,지정 시작,국제교류복합지구,시보20240808_p4-7
서초구,내곡동,2024-08-13,지정 시작,국제교류복합지구,시보20240808_p4-7
서초구,방배동,2024-08-13,지정 시작,국제교류복합지구,시보20240808_p4-7
서초구,신원동,2024-08-13,지정 시작,국제교류복합지구,시보20240808_p4-7
서초구,염곡동,2024-08-13,지정 시작,국제교류복합지구,시보20240808_p4-7
서초구,우면동,2024-08-13,지정 시작,국제교류복합지구,시보20240808_p4-7
서초구,원지동,2024-08-13,지정 시작,국제교류복합지구,시보20240808_p4-7
송파구,방이동,2024-08-13,지정 시작,모아타운|미분류|서울전역아파트|신규주택공급후보지|신속통합기획|자연녹지|정비사업후보지,국토교통부공고제2024-1140호(토지거래허가구역 지정 공고)|국토교통부공고제2024-1506호(토지거래허가구역 지정 및 해제 공고)|국토교통부공고제2025-1219호(토지거래허가구역 지정 공고문)|국토교통부공고제2
